ツモ,対応地形数,使用ミノ,未使用ミノ,テト譜
ILTJSOZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3HYaAFLDmClc?JSAVDEHBEooRBToAVBMuKxCqXBAAvhFCrBZkBzhBNlBGoBU?rB
LIJOTSZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB
TLOIJZS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
OTIJSZL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
TSZOLIJ,0,,,
TLJIZOS,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je0KYaAFLDmClc?JSAVDEHBEooRBaoAVBU+LgCKNBAAvhF9rBZkBStBTlBmmB3?sB
ILTJOSZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je9LYaAFLDmClc?JSAVDEHBEooRBUoAVBP+TPCzXBAAvhFTlBZkBSoBmhB3nB0?qB
TOLIJZS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TLJIZSO,0,,,
TSZLOIJ,0,,,
TOIJSZL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
ILTOJSZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je9LYaAFLDmClc?JSAVDEHBEooRBUoAVBP+TPCzXBAAvhFTlBZkBSoBmhB3nB0?qB
TLJZISO,0,,,
OTLIJZS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TSZLIOJ,0,,,
ILOTJSZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je9LYaAFLDmClc?JSAVDEHBEooRBUoAVBP+TPCzXBAAvhFTlBZkBSoBmhB3nB0?qB
TIOJSZL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
TSZLIJO,0,,,
OTLIJSZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je9LYaAFLDmClc?JSAVDEHBEooRBUoAVBP+TPCzXBAAvhFTlBZkBSoBmhB3nB0?qB
TLJZIOS,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je0KYaAFLDmClc?JSAVDEHBEooRBaoAVBU+LgCKNBAAvhF9rBZkBStBTlBmmB3?sB
TZSLIJO,0,,,
IOLTJSZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je9LYaAFLDmClc?JSAVDEHBEooRBUoAVBP+TPCzXBAAvhFTlBZkBSoBmhB3nB0?qB
TIJOSZL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
TOLIJSZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je9LYaAFLDmClc?JSAVDEHBEooRBUoAVBP+TPCzXBAAvhFTlBZkBSoBmhB3nB0?qB
TZSLIOJ,0,,,
TLJZOIS,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je0KYaAFLDmClc?JSAVDEHBEooRBaoAVBU+LgCKNBAAvhF9rBZkBStBTlBmmB3?sB
TIJSOZL,0,,,
OILTJSZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je9LYaAFLDmClc?JSAVDEHBEooRBUoAVBP+TPCzXBAAvhFTlBZkBSoBmhB3nB0?qB
TLOIJSZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je9LYaAFLDmClc?JSAVDEHBEooRBUoAVBP+TPCzXBAAvhFTlBZkBSoBmhB3nB0?qB
TZSLOIJ,0,,,
TIJSZOL,0,,,
TLJOZIS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
OILTJZS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TZSOLIJ,0,,,
TLIOJSZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je9LYaAFLDmClc?JSAVDEHBEooRBUoAVBP+TPCzXBAAvhFTlBZkBSoBmhB3nB0?qB
TIJSZLO,0,,,
TZOSLIJ,0,,,
TLOJZIS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TIJZSLO,0,,,
IOLTJZS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TLIJOSZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je9LYaAFLDmClc?JSAVDEHBEooRBUoAVBP+TPCzXBAAvhFTlBZkBSoBmhB3nB0?qB
TOLJZIS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TIJZSOL,0,,,
ILOTJZS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TIJZOSL,0,,,
SJTZOLI,0,,,
ILTOJZS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TOZSLIJ,0,,,
SJTOZLI,0,,,
TIJOZSL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
TLIJSOZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3HYaAFLDmClc?JSAVDEHBEooRBToAVBMuKxCqXBAAvhFCrBZkBzhBNlBGoBU?rB
LSTZIJO,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
IOJZSLT,0,,,
SJOTZLI,0,,,
OTZSLIJ,0,,,
ILTJOZS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TLIJSZO,0,,,
TIOJZSL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
SOJTZLI,0,,,
OZTSLIJ,0,,,
IJOZSLT,0,,,
LTIJSZO,0,,,
LSTIZJO,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
ZOTSLIJ,0,,,
TOIJZSL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
ILTJZOS,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je0KYaAFLDmClc?JSAVDEHBEooRBaoAVBU+LgCKNBAAvhF9rBZkBStBTlBmmB3?sB
OSJTZLI,0,,,
IJZOSLT,0,,,
LTIJSOZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3HYaAFLDmClc?JSAVDEHBEooRBToAVBMuKxCqXBAAvhFCrBZkBzhBNlBGoBU?rB
ZTOSLIJ,0,,,
LSTIZOJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
IJZSOLT,0,,,
OSJZTLI,0,,,
ILTJZSO,0,,,
OTIJZSL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
ZTSOLIJ,0,,,
IJZSLOT,0,,,
SOJZTLI,0,,,
LSTIOZJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
ILTZJSO,0,,,
LTIJOSZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je9LYaAFLDmClc?JSAVDEHBEooRBUoAVBP+TPCzXBAAvhFTlBZkBSoBmhB3nB0?qB
OTIZJSL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
ZTSLOIJ,0,,,
IJZSLTO,0,,,
SJOZTLI,0,,,
LTIOJSZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je9LYaAFLDmClc?JSAVDEHBEooRBUoAVBP+TPCzXBAAvhFTlBZkBSoBmhB3nB0?qB
IZJSLTO,0,,,
ZTSLIOJ,0,,,
LSTOIZJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
ILTZJOS,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je0KYaAFLDmClc?JSAVDEHBEooRBaoAVBU+LgCKNBAAvhF9rBZkBStBTlBmmB3?sB
TOIZJSL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
IZJSLOT,0,,,
ZTSLIJO,0,,,
SJZOTLI,0,,,
LSOTIZJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
LTOIJSZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je9LYaAFLDmClc?JSAVDEHBEooRBUoAVBP+TPCzXBAAvhFTlBZkBSoBmhB3nB0?qB
IZJSOLT,0,,,
ILTZOJS,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je0KYaAFLDmClc?JSAVDEHBEooRBaoAVBU+LgCKNBAAvhF9rBZkBStBTlBmmB3?sB
SJZTOLI,0,,,
TIOZJSL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
ZTLSIJO,0,,,
IZJOSLT,0,,,
LOTIJSZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je9LYaAFLDmClc?JSAVDEHBEooRBUoAVBP+TPCzXBAAvhFTlBZkBSoBmhB3nB0?qB
SJZTLOI,0,,,
LOSTIZJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
ZTLSIOJ,0,,,
IZOJSLT,0,,,
ILTOZJS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TIZOJSL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
ZTLSOIJ,0,,,
IOZJSLT,0,,,
SJZTLIO,0,,,
OLTIJSZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je9LYaAFLDmClc?JSAVDEHBEooRBUoAVBP+TPCzXBAAvhFTlBZkBSoBmhB3nB0?qB
OLSTIZJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
OIZJSLT,0,,,
TIZJOSL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
SZJTLIO,0,,,
ILOTZJS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
ZTLOSIJ,0,,,
OZIJSLT,0,,,
OLTIJZS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
SZJTLOI,0,,,
TIZJSOL,0,,,
ZTOLSIJ,0,,,
OLSTIJZ,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB
ZOIJSLT,0,,,
IOLTZJS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
SZJTOLI,0,,,
ZOTLSIJ,0,,,
TIZJSLO,0,,,
ZIOJSLT,0,,,
LOTIJZS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
LOSTIJZ,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB
OILTZJS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
OZTLSIJ,0,,,
TZIJSLO,0,,,
SZJOTLI,0,,,
ZIJOSLT,0,,,
LTOIJZS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TZIJSOL,0,,,
OTZLSIJ,0,,,
SZOJTLI,0,,,
ZIJSOLT,0,,,
OILZTJS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
LSOTIJZ,3,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3HYaAFLDmClc?JSAVDEHBEooRBToAVBMuKxCqXBAAvhFCrBZkBzhBNlBGoBU?rB
TOZLSIJ,0,,,
SOZJTLI,0,,,
ZIJSLOT,0,,,
LTIOJZS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TZIJOSL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
IOLZTJS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TZOLSIJ,0,,,
OSZJTLI,0,,,
ZIJSLTO,0,,,
LSTOIJZ,3,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3HYaAFLDmClc?JSAVDEHBEooRBToAVBMuKxCqXBAAvhFCrBZkBzhBNlBGoBU?rB
LTIJOZS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TZIOJSL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
OZSJTLI,0,,,
ILOZTJS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TZLOSIJ,0,,,
ZISJLTO,0,,,
TZLSOIJ,0,,,
ZOSJTLI,0,,,
ZISJLOT,0,,,
LSTIOJZ,3,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3HYaAFLDmClc?JSAVDEHBEooRBToAVBMuKxCqXBAAvhFCrBZkBzhBNlBGoBU?rB
TZOIJSL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
LTIJZOS,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je0KYaAFLDmClc?JSAVDEHBEooRBaoAVBU+LgCKNBAAvhF9rBZkBStBTlBmmB3?sB
ILZOTJS,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je0KYaAFLDmClc?JSAVDEHBEooRBaoAVBU+LgCKNBAAvhF9rBZkBStBTlBmmB3?sB
TZLSIOJ,0,,,
ZSOJTLI,0,,,
ZISJOLT,0,,,
LTIJZSO,0,,,
TOZIJSL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
LSTIJOZ,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3HYaAFLDmClc?JSAVDEHBEooRBToAVBMuKxCqXBAAvhFCrBZkBzhBNlBGoBU?rB
TZLSIJO,0,,,
ZISOJLT,0,,,
ZSJOTLI,0,,,
ILZTOJS,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je0KYaAFLDmClc?JSAVDEHBEooRBaoAVBU+LgCKNBAAvhF9rBZkBStBTlBmmB3?sB
LTIZJSO,0,,,
ZIOSJLT,0,,,
TLZSIJO,0,,,
ZSJTOLI,0,,,
OTZIJSL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
LSTIJZO,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
ILZTJOS,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je0KYaAFLDmClc?JSAVDEHBEooRBaoAVBU+LgCKNBAAvhF9rBZkBStBTlBmmB3?sB
ZOISJLT,0,,,
ZSJTLOI,0,,,
LTIZJOS,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je0KYaAFLDmClc?JSAVDEHBEooRBaoAVBU+LgCKNBAAvhF9rBZkBStBTlBmmB3?sB
TLZSIOJ,0,,,
ILZTJSO,0,,,
OZISJLT,0,,,
OZTIJSL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
SLTIJZO,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
ZSJTLIO,0,,,
TLZSOIJ,0,,,
LTIZOJS,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je0KYaAFLDmClc?JSAVDEHBEooRBaoAVBU+LgCKNBAAvhF9rBZkBStBTlBmmB3?sB
IZLTJSO,0,,,
OIZSJLT,0,,,
TLZOSIJ,0,,,
ZOTIJSL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
ZSTJLIO,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
SLTIJOZ,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3HYaAFLDmClc?JSAVDEHBEooRBToAVBMuKxCqXBAAvhFCrBZkBzhBNlBGoBU?rB
IOZSJLT,0,,,
TLOZSIJ,0,,,
